ds_name,algo_name,J,hc_cat_encoder,performance_mean,performance_std,relative_performance_mean,relative_performance_std,performance_baseline_mean,performance_baseline_std,measure_count
Colleges,DT,17.0,pca,0.7101101073327716,0.02121861769687998,0.9891681240409248,0.008493028593999667,0.7178841472659652,0.020418241923244564,5
Colleges,GBDT,17.0,mhe,0.7626574735190433,0.010434679068723751,1.0025499598426069,0.006318696689766072,0.7607439299700284,0.011672600263470985,5
Colleges,GBDT,17.0,mhe+te,0.7625973092029042,0.0158134330768739,1.003389252080962,0.007280942717869753,0.7600111595960425,0.014085749360077181,5
Colleges,GBDT,17.0,pca,0.7662207999906345,0.01155425207640582,1.0072090208830868,0.003997991416449338,0.7607439299700284,0.011672600263470985,5
Colleges,LR,17.0,mhe,0.7745234086565678,0.01559732649744216,0.9840671094445497,0.005577245917983362,0.7870752484365026,0.01595308193902368,5
Colleges,LR,17.0,pca,0.7871426483009973,0.01647096264059752,1.0000773572190367,0.0027913036185547367,0.7870752484365026,0.01595308193902368,5
Colleges,MLP,17.0,mhe,0.7867897231557816,0.01522781913269302,1.0017134477507468,0.0062226540954770605,0.7854667088426386,0.01591623079551166,5
Colleges,MLP,17.0,pca,0.7866386035676847,0.012354061184860782,1.0015857774800994,0.008511264163873652,0.7854667088426386,0.01591623079551166,5
Colleges,RF,6.0,mhe,0.7972052845086033,0.019857833012655063,0.9962973572359519,0.007849038460667968,0.8001627953882391,0.018560466698945403,5
Colleges,RF,6.0,mhe+te,0.7904480680130124,0.01819727051537189,1.0039519206512477,0.0045672697948253614,0.7873220110529238,0.017001187346175,5
Colleges,RF,6.0,pca,0.7926731494442877,0.019033288589430354,0.9906292989149094,0.003282003959627354,0.8001627953882391,0.018560466698945403,5
Colleges,SVM,17.0,mhe,0.810987163534209,0.011758906233983388,0.9957839942207507,0.003424621003710483,0.8144249621754115,0.011851864510116803,5
Colleges,SVM,17.0,pca,0.814501133852354,0.010669034880421382,1.0001173645345551,0.004487580815087259,0.8144249621754115,0.011851864510116803,5
Crime,DT,64.0,mhe,0.8409726167497347,0.0014972143075485424,0.9954826636192831,0.0019067653215685296,0.8447895437810307,0.0010907078946543732,5
Crime,DT,64.0,mhe+te,0.8387406645332506,0.0017357090850570614,0.9955296800139133,0.0016504175938470706,0.8425069149150184,0.0010166208932773167,5
Crime,DT,64.0,pca,0.8416626083665587,0.0007642575403314398,0.9962995257299834,0.001250034795299247,0.8447895437810307,0.0010907078946543732,5
Crime,GBDT,64.0,mhe,0.8775504315216855,0.0005745680370499863,0.999998991288417,0.00042953395925741076,0.8775515482669386,0.0008341617780678438,5
Crime,GBDT,64.0,mhe+te,0.8779822533364307,0.000726092197573708,0.997305017192241,0.0006727787111586065,0.8803551057448283,0.0009285771120962828,5
Crime,GBDT,64.0,pca,0.8783378486551978,0.0010866909352350866,1.000895807142687,0.00032444248514948665,0.8775515482669386,0.0008341617780678438,5
Crime,LR,64.0,mhe,0.875143170330168,0.0005724685202110022,0.9964582722924853,0.0011509186014657447,0.8782542104610673,0.0006395237790673014,5
Crime,LR,64.0,pca,0.8777858841101546,0.0003998503223432836,0.9994669249236683,0.00032709316917125305,0.8782542104610673,0.0006395237790673014,5
Crime,MLP,64.0,mhe,0.8424070719006147,0.0035474505532074457,0.9953898334729601,0.004691187018147978,0.8463103737712387,0.0005723289181528481,5
Crime,MLP,64.0,pca,0.8474834631846319,0.0030518092464667046,1.0013858062186305,0.0034304452053879565,0.8463103737712387,0.0005723289181528481,5
Crime,RF,64.0,mhe,0.8833919334233926,0.0006881728750222613,0.9975246356835763,0.0008569063403071186,0.8855844744020203,0.0008817059820486527,5
Crime,RF,64.0,mhe+te,0.8838081449517127,0.0006880280931005203,0.9969053786542583,0.0009055262359111042,0.8865520142111464,0.000744441080295955,5
Crime,RF,64.0,pca,0.8868142037060768,0.0009008474912222127,1.001388609536717,0.0002140248831109663,0.8855844744020203,0.0008817059820486527,5
Employ,DT,23.0,mhe,0.9057130709610469,0.008968429505305719,1.0148311654243598,0.02336940192644762,0.8927314264255237,0.015017236945925404,5
Employ,DT,23.0,mhe+te,0.9063086209091903,0.008803407940735012,1.0080270954506854,0.02958941973124117,0.8995538108829363,0.020594908416223995,5
Employ,DT,23.0,pca,0.8831258892152242,0.02536846080291703,0.9891713283967505,0.019429169271183436,0.8927314264255237,0.015017236945925404,5
Employ,GBDT,77.0,mhe,0.9479585083435929,0.005944193250438408,1.0108475531588226,0.00343379154762503,0.9377839613756921,0.004464151208686109,5
Employ,GBDT,77.0,mhe+te,0.9439840201284835,0.007645156978145322,0.9997998540900402,0.005790754897100917,0.9441743058670623,0.0056168811701093665,5
Employ,GBDT,77.0,pca,0.9411812212284092,0.006169592817901047,1.0036162882348116,0.002126396249916433,0.9377839613756921,0.004464151208686109,5
Employ,LR,154.0,mhe,0.9362863552516109,0.006477204115825892,1.004199902438059,0.0037430623676323826,0.932398795494413,0.009782574825399057,5
Employ,LR,154.0,pca,0.9309719959520946,0.011184299636631218,0.9984596131000272,0.0029711955947703925,0.932398795494413,0.009782574825399057,5
Employ,MLP,154.0,mhe,0.9299526465409945,0.006832224597541787,0.9996974003492005,0.003091031471210737,0.9302429486356164,0.007669027564885104,5
Employ,MLP,154.0,pca,0.9299959899187125,0.008512948062120317,0.9997398222112629,0.005363193917180742,0.9302429486356164,0.007669027564885104,5
Employ,RF,77.0,mhe,0.9456135060871595,0.004557982816928222,1.0112404346738904,0.004615086833629097,0.9351195709934353,0.006485685528270382,5
Employ,RF,77.0,mhe+te,0.944612053226806,0.0076416386612010315,0.9996989808840958,0.006169474732805587,0.9449184084851023,0.008703052577328058,5
Employ,RF,77.0,pca,0.944554762546008,0.005934429210621289,1.0101525291934568,0.012237848850711035,0.9351195709934353,0.006485685528270382,5
Employ,SVM,154.0,mhe,0.9464496260686432,0.0034252291710153574,1.0003940782900462,0.002678127644119818,0.9460833114944627,0.004554781126297058,5
Employ,SVM,154.0,pca,0.9455863405980459,0.005266403959917214,0.9994721229533086,0.0011803689601639028,0.9460833114944627,0.004554781126297058,5
Loan,DT,1258.0,mhe,0.5517686839892477,0.00342318503369985,1.0118314346641166,0.015973530089910776,0.5453849644757683,0.0055109831422416955,5
Loan,DT,1258.0,mhe+te,0.5415204543250639,0.004721539558163351,1.0077760589489957,0.01477133755812042,0.5373944512444989,0.005472009880004717,5
Loan,DT,1258.0,pca,0.5366417886203614,0.0022561692141865484,0.9840658746157602,0.012502269785897451,0.5453849644757683,0.0055109831422416955,5
Loan,GBDT,25.0,mhe,0.6127157492018858,0.0030815186925371336,1.0019840823522512,0.0022304904755832246,0.6115028058595858,0.0028527133106644076,5
Loan,GBDT,25.0,mhe+te,0.6122831566897354,0.0032156667580535707,1.0007207383810606,0.0029623958520466264,0.6118450549804528,0.0033894811265913864,5
Loan,GBDT,25.0,pca,0.611997502775543,0.0026961102180550656,1.000810894838182,0.0015607675844257476,0.6115028058595858,0.0028527133106644076,5
Loan,LR,37.0,mhe,0.6098354925493147,0.00236078336283566,1.0120044971663176,0.007266251286642789,0.602621014563406,0.004002315545174539,5
Loan,LR,37.0,pca,0.6093536964243071,0.004138093262031706,1.0112092239104962,0.009786710898217364,0.602621014563406,0.004002315545174539,5
Loan,MLP,12.0,mhe,0.5575747835131779,0.005052973354518141,0.9972480668428318,0.02628698495034558,0.5593233580070124,0.010101144319760296,5
Loan,MLP,12.0,pca,0.5519041944943519,0.014791141752963411,0.9867089992168081,0.018177674442843635,0.5593233580070124,0.010101144319760296,5
Loan,RF,1573.0,mhe,0.6171449768466774,0.00413906933987261,0.9904559215960802,0.007795903882653744,0.6231133731917659,0.005198909907412843,5
Loan,RF,1573.0,mhe+te,0.5965621456553778,0.002838466058511718,0.9814884753251384,0.0057244696149929795,0.6078203864635093,0.0024303649700604195,5
Loan,RF,1573.0,pca,0.5793329073469924,0.0029292913808004347,0.9297718624737593,0.0061728959651306346,0.6231133731917659,0.005198909907412843,5
Loan,SVM,12.0,mhe,0.6318096153224013,0.0028041218577395965,,,,,5
Loan,SVM,12.0,pca,0.6316587214135485,0.002937128832236749,,,,,5
Road,DT,114.0,mhe,0.5592083902832584,0.006028798286184145,0.9938329168633295,0.00823471438817131,0.5626708224298348,0.0020723419945428475,5
Road,DT,114.0,mhe+te,0.5627803546930523,0.0069132295943090975,1.0026765553380774,0.013631193955033809,0.5612892267039493,0.0022161531623524824,5
Road,DT,114.0,pca,0.5545236221013259,0.0044310577864788816,0.9855434710708926,0.010286193499708093,0.5626708224298348,0.0020723419945428475,5
Road,GBDT,6.0,mhe,0.6433713305233134,0.00471273792037886,1.001370253865869,0.002176867585150222,0.6424914259110854,0.004582172573606383,5
Road,GBDT,6.0,mhe+te,0.6434004877349607,0.00470347115510064,1.0004206227299655,0.002344607273443539,0.6431388679521277,0.005844467212943353,5
Road,GBDT,6.0,pca,0.6424795630038317,0.005703430858518182,0.9999747463804042,0.0033368437203634793,0.6424914259110854,0.004582172573606383,5
Road,LR,6.0,mhe,0.6325736102509996,0.002532138604789329,1.0068639438377764,0.0020622171587350723,0.6282651586555319,0.0032877706314772305,5
Road,LR,6.0,pca,0.6320409908438819,0.0031714826536728053,1.0060130884024185,0.0023958076977978714,0.6282651586555319,0.0032877706314772305,5
Road,MLP,3.0,mhe,0.5665060871473224,0.006401225088224309,0.9960269933794377,0.011938616330095915,0.5688081662675628,0.007440040681435183,5
Road,MLP,3.0,pca,0.5626172113973972,0.0034290880188804712,0.9892638869853467,0.015342050313658765,0.5688081662675628,0.007440040681435183,5
Road,RF,15.0,mhe,0.6369526619421114,0.003796993654254006,1.0054886724303216,0.005837938766617924,0.6334878510569089,0.004456417898256777,5
Road,RF,15.0,mhe+te,0.6375816968982646,0.006263189877357788,1.0025135351757621,0.005203930862161454,0.635977346883738,0.0043556727475317315,5
Road,RF,15.0,pca,0.6333424094520088,0.005657226112581442,0.9997617298498577,0.0029469610027278007,0.6334878510569089,0.004456417898256777,5
Road,SVM,3.0,mhe,0.6406274161182202,0.004520821326862433,0.9996850851090375,0.0036366724981331164,0.6408387459033079,0.005495129515892499,5
Road,SVM,3.0,pca,0.640641948573955,0.00421762805891863,0.9997092924645277,0.003261227327963254,0.6408387459033079,0.005495129515892499,5
Traffic,DT,210.0,mhe,0.6939036067585953,0.008705852703294844,1.0981727919784436,0.02935864403009834,0.6321183170271462,0.012858662257737003,5
Traffic,DT,210.0,mhe+te,0.6925875177177259,0.0012893234716854292,0.997022647820789,0.010866223858177046,0.6947116821322816,0.006440385023199505,5
Traffic,DT,210.0,pca,0.68995797211932,0.006549502707770882,1.0918395047019658,0.02311055529581555,0.6321183170271462,0.012858662257737003,5
Traffic,GBDT,210.0,mhe,0.7282141087534428,0.005063013288921294,1.1024935634267021,0.0059664581546315775,0.6605355993724821,0.006428309893602739,5
Traffic,GBDT,210.0,mhe+te,0.7199943615280937,0.004002949094514013,0.9986622554924042,0.001074953192792421,0.7209565314286168,0.003368883229929612,5
Traffic,GBDT,210.0,pca,0.6945963530830177,0.008066761467711268,1.0515876656428782,0.010244447461219025,0.6605355993724821,0.006428309893602739,5
Traffic,LR,210.0,mhe,0.7206240955547167,0.0036924467891902156,1.0021498497332058,0.0019124336753146753,0.7190784148739768,0.0034855618126962656,5
Traffic,LR,210.0,pca,0.7181629560821585,0.004177648667247803,0.9987238910438947,0.0016734794379369407,0.7190784148739768,0.0034855618126962656,5
Traffic,MLP,262.0,mhe,0.6855180593076928,0.0017575005567581458,0.9980945202870753,0.006381817569894438,0.6868459542970473,0.004087383727770288,5
Traffic,MLP,262.0,pca,0.687848652184544,0.007526454857557721,1.0014747336142726,0.010993731376180906,0.6868459542970473,0.004087383727770288,5
Traffic,RF,210.0,mhe,0.7328012238905931,0.0023817559145894434,1.050594214920246,0.004608386748427647,0.697520119135946,0.003362546452218695,5
Traffic,RF,210.0,mhe+te,0.7300794225555522,0.002881365228256534,0.9987774796239464,0.0019188279418302409,0.7309737379549849,0.0027586294911247766,5
Traffic,RF,210.0,pca,0.7255823919698747,0.0022789588769666753,1.0402391406634226,0.002319717608603291,0.697520119135946,0.003362546452218695,5
Traffic,SVM,210.0,mhe,0.726105364915935,0.002477948337826875,1.0076606024742258,0.002459263364609573,0.7205881796047116,0.002869425389707493,5
Traffic,SVM,210.0,pca,0.7183925985156676,0.0032172195447779345,0.9969519755709996,0.0012088337893800928,0.7205881796047116,0.002869425389707493,5
Visa,DT,381.0,mhe,0.740707697723564,0.006947684454623485,0.9966248530451074,0.015369646424416142,0.7432826397379484,0.006392394088921696,5
Visa,DT,381.0,mhe+te,0.7062411080662199,0.004018224336233299,1.001470547255605,0.006121820293964383,0.7052081924578208,0.0021999970498398245,5
Visa,DT,381.0,pca,0.7172804673486597,0.011360027697240534,0.9651401384737419,0.0214265871810337,0.7432826397379484,0.006392394088921696,5
Visa,GBDT,381.0,mhe,0.787374369569833,0.004649387753410334,0.9999158367560526,0.0010254131172596297,0.7874379978875383,0.003969813957195668,5
Visa,GBDT,381.0,mhe+te,0.779751376961251,0.00423665607550659,0.9991360612107097,0.0013447484452560584,0.780429287050491,0.004909023026539338,5
Visa,GBDT,381.0,pca,0.7868405370462336,0.003894265687710261,0.9992420737297707,0.0010604678434575116,0.7874379978875383,0.003969813957195668,5
Visa,LR,3.0,mhe,0.7913780143416155,0.00282857150153186,1.0082749282025567,0.0036643198349047435,0.7848948524500142,0.004770387059700386,5
Visa,LR,3.0,pca,0.790439426669728,0.001721643742202386,1.0070848205675476,0.004428984973738894,0.7848948524500142,0.004770387059700386,5
Visa,MLP,6.0,mhe,0.7557122614381098,0.0031788497182772706,1.0572662718512265,0.019437064555598807,0.7149973227844093,0.015033404211012274,5
Visa,MLP,6.0,pca,0.7170824359527367,0.00887369534655847,1.0031621520834428,0.018163079839669773,0.7149973227844093,0.015033404211012274,5
Visa,RF,381.0,mhe,0.7921957079512875,0.004317131964273833,0.9962211981075055,0.001539282193540343,0.7951984168074022,0.003589953521145079,5
Visa,RF,381.0,mhe+te,0.7719572798088121,0.004441642422238978,0.9989447397650387,0.0019801436571470128,0.7727726621959558,0.004149836094958394,5
Visa,RF,381.0,pca,0.7746036378417921,0.003703850752815675,0.9741020192083433,0.0021652679900869454,0.7951984168074022,0.003589953521145079,5
Visa,SVM,45.0,mhe,0.7975282197344314,0.003876452939668095,1.0003768383153377,0.0009787461126096297,0.7972270913923558,0.0036043971229394235,5
Visa,SVM,45.0,pca,0.7983609461741653,0.003508410516658488,1.00142278380932,0.00044633874960317425,0.7972270913923558,0.0036043971229394235,5
