exp_key,ds_name,train_samples,train_dim,test_samples,test_dim,hc_name,fold,algo_name,J,hc_cat_encoder,other_cat_encoder,measure,performance,hc_cardinality,hc_card_rank,hc_samples_per_cat,hc_na_ratio,hc_positve_ratio,hc_mdi_imp,hc_perm_imp,hc_mdi_imp_rank,hc_mdi_imp_rank_cat,hc_perm_imp_rank,hc_perm_imp_rank_cat
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,AUC,0.6843084471082829,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,Accuracy,0.7657902379854099,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,Precision,0.8344417141955409,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,Recall,0.853273397879207,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,F1,0.8437524931900294,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,Aver_precision,0.8207489939226695,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,Balanced_accuracy,0.6843084471082829,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,train_time(s),2140.7552344799037,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_pca,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,pca,one-hot,pred_time(s),0.4557535648345947,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_1_12_mhe,Crime,136577.0,1856.0,58533.0,1856.0,Crm Cd Desc,1.0,NeuralNet,12.0,mhe,one-hot,AUC,0.6829768176494638,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
